d0,d1,d2,size,log2_size,latency_us
12,1,1899,22788,14.475987,1.742201
12,1,1934,23208,14.502335,1.742419
12,1,2720,32640,14.994353,1.802044
12,1,6909,82908,16.339224,1.957644
12,1,7774,93288,16.509404,2.078799
12,1,9598,115176,16.813481,2.142701
12,1,13039,156468,17.255508,2.291745
12,1,15353,184236,17.491195,2.349878
12,1,36950,443400,18.758249,3.194610
12,8,10,960,9.906891,1.676992
12,8,16,1536,10.584963,1.676900
12,8,54,5184,12.339850,1.677221
12,8,81,7776,12.924813,1.677985
12,8,855,82080,16.324743,1.956257
12,8,1199,115104,16.812578,2.072562
12,8,1813,174048,17.409126,2.216220
12,8,2658,255168,17.961088,2.395883
12,8,3143,301728,18.202889,2.474021
12,8,3616,347136,18.405141,2.618008
12,8,3702,355392,18.439052,2.611625
12,8,32902,3158592,21.590850,9.566963
12,8,33498,3215808,21.616750,9.730114
12,8,34463,3308448,21.657723,9.961416
12,16,31,5952,12.539159,1.712469
12,16,45,8640,13.076816,1.727272
12,16,64,12288,13.584963,1.738783
12,16,67,12864,13.651052,1.715325
12,16,144,27648,14.754888,1.807117
12,16,163,31296,14.933691,1.808152
12,16,399,76608,16.225207,1.958270
12,16,1071,205632,17.649705,2.275653
12,16,1402,269184,18.038233,2.428129
12,16,1618,310656,18.244958,2.543145
12,16,3222,618624,19.238703,3.305502
12,16,4901,940992,19.843823,4.081011
12,16,6829,1311168,20.322421,5.011073
12,64,54,41472,15.339850,1.957522
12,64,130,99840,16.607330,2.252398
12,64,201,154368,17.236014,2.253471
12,64,458,351744,18.424166,2.707621
12,64,516,396288,18.596190,2.940507
12,64,967,742656,19.502335,3.653124
12,64,1307,1003776,19.937006,4.382626
12,64,8376,6432768,22.617008,13.072600
12,64,10523,8081664,22.946221,16.028836
12,64,14311,10990848,23.389799,21.629315
12,64,24066,18482688,24.139671,34.186596
12,128,10,15360,13.906891,1.712425
12,128,31,47616,15.539159,1.809240
12,128,45,69120,16.076816,1.958150
12,128,134,205824,17.651052,2.293547
12,128,541,830976,19.664447,3.920114
12,128,849,1304064,20.314583,4.957785
12,128,2325,3571200,21.767978,10.639315
12,128,2909,4468224,22.091270,9.803379
12,128,4567,7014912,22.741994,14.602397
12,128,7206,11068416,23.399945,21.599977
12,128,20721,31827456,24.923769,60.172968
12,256,11,33792,15.044394,1.807789
12,256,85,261120,17.994353,2.407827
12,256,242,743424,19.503826,3.647041
